FORPRINT: Mon Feb  3 16:23:31 2014
       16620.209       51.746695
       16620.219       51.738851
       16620.229       51.729692
       16620.239       51.719218
       16620.249       51.707423
       16620.259       51.694309
       16620.269       51.679874
       16620.279       51.664118
       16620.289       51.647038
       16620.299       51.628633
       16620.309       51.608904
       16620.319       51.587852
       16620.329       51.565468
       16620.339       51.541756
       16620.349       51.516714
       16620.359       51.490341
       16620.369       51.462637
       16620.379       51.433600
       16620.389       51.403229
       16620.399       51.371530
       16620.409       51.338490
       16620.419       51.304114
       16620.429       51.268401
       16620.439       51.231351
       16620.449       51.192961
       16620.459       51.153233
       16620.469       51.112164
       16620.479       51.069755
       16620.489       51.026013
       16620.499       50.980921
       16620.509       50.934487
       16620.519       50.886709
       16620.529       50.837588
       16620.539       50.787123
       16620.549       50.735313
       16620.559       50.682158
       16620.569       50.627669
       16620.579       50.571823
       16620.589       50.514630
       16620.599       50.456091
       16620.609       50.396206
       16620.619       50.334973
       16620.629       50.272392
       16620.639       50.208464
       16620.649       50.143201
       16620.659       50.076577
       16620.669       50.008605
       16620.679       49.939285
       16620.689       49.868617
       16620.699       49.796600
       16620.709       49.723235
       16620.719       49.648521
       16620.729       49.572459
       16620.739       49.495064
       16620.749       49.416306
       16620.759       49.336199
       16620.769       49.254745
       16620.779       49.171943
       16620.789       49.087794
       16620.799       49.002298
       16620.809       48.915455
       16620.819       48.827282
       16620.829       48.737746
       16620.839       48.646865
       16620.849       48.554638
       16620.859       48.461066
       16620.869       48.366150
       16620.879       48.269890
       16620.889       48.172286
       16620.899       48.073358
       16620.909       47.973070
       16620.919       47.871440
       16620.929       47.768469
       16620.939       47.664159
       16620.949       47.558508
       16620.959       47.451519
       16620.969       47.343192
       16620.979       47.233529
       16620.989       47.122550
       16620.999       47.010215
       16621.009       46.896546
       16621.019       46.781543
       16621.029       46.665209
       16621.039       46.547543
       16621.049       46.428547
       16621.059       46.308222
       16621.069       46.186592
       16621.079       46.063613
       16621.089       45.939308
       16621.099       45.813678
       16621.109       45.686726
       16621.119       45.558452
       16621.129       45.428858
       16621.139       45.297945
       16621.149       45.165740
       16621.159       45.032194
       16621.169       44.897333
       16621.179       44.761159
       16621.189       44.623674
       16621.199       44.484878
       16621.209       44.344775
       16621.219       44.203365
       16621.229       44.060650
       16621.239       43.916660
       16621.249       43.771340
       16621.259       43.624722
       16621.269       43.476805
       16621.279       43.327593
       16621.289       43.177087
       16621.299       43.025289
       16621.309       42.872200
       16621.319       42.717854
       16621.329       42.562192
       16621.339       42.405246
       16621.349       42.247019
       16621.359       42.087512
       16621.369       41.926728
       16621.379       41.764669
       16621.389       41.601336
       16621.399       41.436765
       16621.409       41.270895
       16621.419       41.103758
       16621.429       40.935358
       16621.439       40.765698
       16621.449       40.594778
       16621.459       40.422603
       16621.469       40.249175
       16621.479       40.074496
       16621.489       39.898602
       16621.499       39.721429
       16621.509       39.543014
       16621.519       39.363359
       16621.529       39.182466
       16621.539       39.000339
       16621.549       38.816981
       16621.559       38.632394
       16621.569       38.446616
       16621.579       38.259581
       16621.589       38.071326
       16621.599       37.881854
       16621.609       37.691168
       16621.619       37.499272
       16621.629       37.306168
       16621.639       37.111861
       16621.649       36.916389
       16621.659       36.719683
       16621.669       36.521782
       16621.679       36.322690
       16621.689       36.122410
       16621.699       35.920946
       16621.709       35.718301
       16621.719       35.514479
       16621.729       35.309483
       16621.739       35.103355
       16621.749       34.896022
       16621.759       34.687525
       16621.769       34.477869
       16621.779       34.267057
       16621.789       34.055093
       16621.799       33.841981
       16621.809       33.627724
       16621.819       33.412367
       16621.829       33.195833
       16621.839       32.978166
       16621.849       32.759369
       16621.859       32.539448
       16621.869       32.318406
       16621.879       32.096247
       16621.889       31.872975
       16621.899       31.648637
       16621.909       31.423152
       16621.919       31.196567
       16621.929       30.968885
       16621.939       30.740112
       16621.949       30.510251
       16621.959       30.279307
       16621.969       30.047284
       16621.979       29.814187
       16621.989       29.580065
       16621.999       29.344832
       16622.009       29.108539
       16622.019       28.871189
       16622.029       28.632787
       16622.039       28.393338
       16622.049       28.152847
       16622.059       27.911317
       16622.069       27.668801
       16622.079       27.425210
       16622.089       27.180596
       16622.099       26.934963
       16622.109       26.688316
       16622.119       26.440660
       16622.129       26.192000
       16622.139       25.942341
       16622.149       25.691735
       16622.159       25.440093
       16622.169       25.187467
       16622.179       24.933862
       16622.189       24.679283
       16622.199       24.423736
       16622.209       24.167225
       16622.219       23.909756
       16622.229       23.651334
       16622.239       23.392014
       16622.249       23.131702
       16622.259       22.870453
       16622.269       22.608273
       16622.279       22.345167
       16622.289       22.081140
       16622.299       21.816197
       16622.309       21.550346
       16622.319       21.283641
       16622.329       21.015987
       16622.339       20.747439
       16622.349       20.478005
       16622.359       20.207689
       16622.369       19.936497
       16622.379       19.664436
       16622.389       19.391509
       16622.399       19.117777
       16622.409       18.843140
       16622.419       18.567656
       16622.429       18.291330
       16622.439       18.014170
       16622.449       17.736181
       16622.459       17.457369
       16622.469       17.177739
       16622.479       16.897299
       16622.489       16.616107
       16622.499       16.334063
       16622.509       16.051226
       16622.519       15.767603
       16622.529       15.483199
       16622.539       15.198020
       16622.549       14.912074
       16622.559       14.625366
       16622.569       14.337958
       16622.579       14.049745
       16622.589       13.760790
       16622.599       13.471099
       16622.609       13.180677
       16622.619       12.889532
       16622.629       12.597670
       16622.639       12.305097
       16622.649       12.011876
       16622.659       11.717901
       16622.669       11.423236
       16622.679       11.127886
       16622.689       10.831858
       16622.699       10.535158
       16622.709       10.237795
       16622.719       9.9397728
       16622.729       9.6410998
       16622.739       9.3418394
       16622.749       9.0418842
       16622.759       8.7412980
       16622.769       8.4400876
       16622.779       8.1382598
       16622.789       7.8358214
       16622.799       7.5327794
       16622.809       7.2291405
       16622.819       6.9249698
       16622.829       6.6201582
       16622.839       6.3147705
       16622.849       6.0088138
       16622.859       5.7022950
       16622.869       5.3952211
       16622.879       5.0875992
       16622.889       4.7794363
       16622.899       4.4707984
       16622.909       4.1615748
       16622.919       3.8518315
       16622.929       3.5415756
       16622.939       3.2308143
       16622.949       2.9195547
       16622.959       2.6078040
       16622.969       2.2955693
       16622.979       1.9828580
       16622.989       1.6697370
       16622.999       1.3560942
       16623.009       1.0419964
       16623.019      0.72745091
       16623.029      0.41246513
       16623.039     0.097046324
       16623.049     -0.21879816
       16623.059     -0.53506099
       16623.069     -0.85167434
       16623.079      -1.1687517
       16623.089      -1.4862252
       16623.099      -1.8040874
       16623.109      -2.1223311
       16623.119      -2.4409487
       16623.129      -2.7599327
       16623.139      -3.0792758
       16623.149      -3.3989094
       16623.159      -3.7189480
       16623.169      -4.0393231
       16623.179      -4.3600273
       16623.189      -4.6810529
       16623.199      -5.0023925
       16623.209      -5.3240386
       16623.219      -5.6459835
       16623.229      -5.9682196
       16623.239      -6.2906780
       16623.249      -6.6134739
       16623.259      -6.9365384
       16623.269      -7.2598638
       16623.279      -7.5834424
       16623.289      -7.9072667
       16623.299      -8.2313290
       16623.309      -8.5556217
       16623.319      -8.8800752
       16623.329      -9.2048057
       16623.339      -9.5297435
       16623.349      -9.8548811
       16623.359      -10.180211
       16623.369      -10.505725
       16623.379      -10.831415
       16623.389      -11.157275
       16623.399      -11.483233
       16623.409      -11.809408
       16623.419      -12.135728
       16623.429      -12.462186
       16623.439      -12.788774
       16623.449      -13.115486
       16623.459      -13.442312
       16623.469      -13.769245
       16623.479      -14.096278
       16623.489      -14.423340
       16623.499      -14.750548
       16623.509      -15.077833
       16623.519      -15.405186
       16623.529      -15.732600
       16623.539      -16.060066
       16623.549      -16.387578
       16623.559      -16.715127
       16623.569      -17.042644
       16623.579      -17.370245
       16623.589      -17.697860
       16623.599      -18.025481
       16623.609      -18.353102
       16623.619      -18.680713
       16623.629      -19.008307
       16623.639      -19.335877
       16623.649      -19.663351
       16623.659      -19.990849
       16623.669      -20.318298
       16623.679      -20.645692
       16623.689      -20.973023
       16623.699      -21.300283
       16623.709      -21.627464
       16623.719      -21.954558
       16623.729      -22.281558
       16623.739      -22.608394
       16623.749      -22.935183
       16623.759      -23.261855
       16623.769      -23.588401
       16623.779      -23.914815
       16623.789      -24.241088
       16623.799      -24.567214
       16623.809      -24.893183
       16623.819      -25.218927
       16623.829      -25.544563
       16623.839      -25.870019
       16623.849      -26.195289
       16623.859      -26.520365
       16623.869      -26.845240
       16623.879      -27.169905
       16623.889      -27.494354
       16623.899      -27.818516
       16623.909      -28.142508
       16623.919      -28.466261
       16623.929      -28.789766
       16623.939      -29.113017
       16623.949      -29.436006
       16623.959      -29.758724
       16623.969      -30.081166
       16623.979      -30.403323
       16623.989      -30.725125
       16623.999      -31.046690
       16624.009      -31.367947
       16624.019      -31.688890
       16624.029      -32.009510
       16624.039      -32.329801
       16624.049      -32.649755
       16624.059      -32.969364
       16624.069      -33.288561
       16624.079      -33.607460
       16624.089      -33.925992
       16624.099      -34.244150
       16624.109      -34.561926
       16624.119      -34.879315
       16624.129      -35.196307
       16624.139      -35.512896
       16624.149      -35.829015
       16624.159      -36.144776
       16624.169      -36.460113
       16624.179      -36.775017
       16624.189      -37.089483
       16624.199      -37.403501
       16624.209      -37.717066
       16624.219      -38.030171
       16624.229      -38.342807
       16624.239      -38.654909
       16624.249      -38.966589
       16624.259      -39.277779
       16624.269      -39.588473
       16624.279      -39.898664
       16624.289      -40.208345
       16624.299      -40.517509
       16624.309      -40.826148
       16624.319      -41.134198
       16624.329      -41.441768
       16624.339      -41.748794
       16624.349      -42.055267
       16624.359      -42.361182
       16624.369      -42.666532
       16624.379      -42.971309
       16624.389      -43.275507
       16624.399      -43.579061
       16624.409      -43.882080
       16624.419      -44.184501
       16624.429      -44.486315
       16624.439      -44.787516
       16624.449      -45.088098
       16624.459      -45.388054
       16624.469      -45.687377
       16624.479      -45.986061
       16624.489      -46.284043
       16624.499      -46.581429
       16624.509      -46.878156
       16624.519      -47.174218
       16624.529      -47.469608
       16624.539      -47.764320
       16624.549      -48.058347
       16624.559      -48.351684
       16624.569      -48.644267
       16624.579      -48.936203
       16624.589      -49.227429
       16624.599      -49.517938
       16624.609      -49.807725
       16624.619      -50.096783
       16624.629      -50.385107
       16624.639      -50.672689
       16624.649      -50.959470
       16624.659      -51.245552
       16624.669      -51.530874
       16624.679      -51.815431
       16624.689      -52.099217
       16624.699      -52.382226
       16624.709      -52.664451
       16624.719      -52.945886
       16624.729      -53.226526
       16624.739      -53.506312
       16624.749      -53.785345
       16624.759      -54.063564
       16624.769      -54.340965
       16624.779      -54.617542
       16624.789      -54.893288
       16624.799      -55.168199
       16624.809      -55.442268
       16624.819      -55.715438
       16624.829      -55.987807
       16624.839      -56.259319
       16624.849      -56.529966
       16624.859      -56.799744
       16624.869      -57.068647
       16624.879      -57.336670
       16624.889      -57.603807
       16624.899      -57.870002
       16624.909      -58.135352
       16624.919      -58.399800
       16624.929      -58.663340
       16624.939      -58.925969
       16624.949      -59.187679
       16624.959      -59.448467
       16624.969      -59.708327
       16624.979      -59.967253
       16624.989      -60.225193
       16624.999      -60.482238
       16625.009      -60.738335
       16625.019      -60.993478
       16625.029      -61.247664
       16625.039      -61.500886
       16625.049      -61.753139
       16625.059      -62.004420
       16625.069      -62.254675
       16625.079      -62.503995
       16625.089      -62.752328
       16625.099      -62.999669
       16625.109      -63.246012
       16625.119      -63.491354
       16625.129      -63.735690
       16625.139      -63.979015
       16625.149      -64.221278
       16625.159      -64.462568
       16625.169      -64.702833
       16625.179      -64.942069
       16625.189      -65.180272
       16625.199      -65.417437
       16625.209      -65.653560
       16625.219      -65.888636
       16625.229      -66.122661
       16625.239      -66.355588
       16625.249      -66.587499
       16625.259      -66.818347
       16625.269      -67.048127
       16625.279      -67.276835
       16625.289      -67.504468
       16625.299      -67.731021
       16625.309      -67.956489
       16625.319      -68.180827
       16625.329      -68.404116
       16625.339      -68.626309
       16625.349      -68.847403
       16625.359      -69.067393
       16625.369      -69.286276
       16625.379      -69.504047
       16625.389      -69.720704
       16625.399      -69.936201
       16625.409      -70.150616
       16625.419      -70.363906
       16625.429      -70.576067
       16625.439      -70.787094
       16625.449      -70.996985
       16625.459      -71.205736
       16625.469      -71.413343
       16625.479      -71.619803
       16625.489      -71.825074
       16625.499      -72.029230
       16625.509      -72.232229
       16625.519      -72.434068
       16625.529      -72.634743
       16625.539      -72.834251
       16625.549      -73.032589
       16625.559      -73.229754
       16625.569      -73.425706
       16625.579      -73.620515
       16625.589      -73.814143
       16625.599      -74.006585
       16625.609      -74.197838
       16625.619      -74.387900
       16625.629      -74.576768
       16625.639      -74.764439
       16625.649      -74.950875
       16625.659      -75.136143
       16625.669      -75.320206
       16625.679      -75.503061
       16625.689      -75.684705
       16625.699      -75.865136
       16625.709      -76.044350
       16625.719      -76.222346
       16625.729      -76.399120
       16625.739      -76.574637
       16625.749      -76.748961
       16625.759      -76.922057
       16625.769      -77.093921
       16625.779      -77.264552
       16625.789      -77.433947
       16625.799      -77.602104
       16625.809      -77.769021
       16625.819      -77.934663
       16625.829      -78.099092
       16625.839      -78.262274
       16625.849      -78.424206
       16625.859      -78.584888
       16625.869      -78.744316
       16625.879      -78.902488
       16625.889      -79.059403
       16625.899      -79.215029
       16625.909      -79.369424
       16625.919      -79.522555
       16625.929      -79.674422
       16625.939      -79.825021
       16625.949      -79.974352
       16625.959      -80.122412
       16625.969      -80.269200
       16625.979      -80.414714
       16625.989      -80.558924
       16625.999      -80.701886
       16626.009      -80.843568
       16626.019      -80.983971
       16626.029      -81.123091
       16626.039      -81.260928
       16626.049      -81.397480
       16626.059      -81.532745
       16626.069      -81.666698
       16626.079      -81.799387
       16626.089      -81.930785
       16626.099      -82.060892
       16626.109      -82.189706
       16626.119      -82.317226
       16626.129      -82.443450
       16626.139      -82.568378
       16626.149      -82.691984
       16626.159      -82.814316
       16626.169      -82.935347
       16626.179      -83.055078
       16626.189      -83.173506
       16626.199      -83.290631
       16626.209      -83.406453
       16626.219      -83.520970
       16626.229      -83.634180
       16626.239      -83.746064
       16626.249      -83.856661
       16626.259      -83.965950
       16626.269      -84.073930
       16626.279      -84.180600
       16626.289      -84.285960
       16626.299      -84.390009
       16626.309      -84.492746
       16626.319      -84.594151
       16626.329      -84.694264
       16626.339      -84.793062
       16626.349      -84.890547
       16626.359      -84.986717
       16626.369      -85.081572
       16626.379      -85.175112
       16626.389      -85.267337
       16626.399      -85.358227
       16626.409      -85.447819
       16626.419      -85.536094
       16626.429      -85.623053
       16626.439      -85.708693
       16626.449      -85.793017
       16626.459      -85.876022
       16626.469      -85.957710
       16626.479      -86.038079
       16626.489      -86.117116
       16626.499      -86.194849
       16626.509      -86.271265
       16626.519      -86.346361
       16626.529      -86.420140
       16626.539      -86.492601
       16626.549      -86.563743
       16626.559      -86.633567
       16626.569      -86.702060
       16626.579      -86.769249
       16626.589      -86.835120
       16626.599      -86.899673
       16626.609      -86.962909
       16626.619      -87.024828
       16626.629      -87.085431
       16626.639      -87.144717
       16626.649      -87.202676
       16626.659      -87.259331
       16626.669      -87.314670
       16626.679      -87.368694
       16626.689      -87.421404
       16626.699      -87.472800
       16626.709      -87.522882
       16626.719      -87.571652
       16626.729      -87.619109
       16626.739      -87.665245
       16626.749      -87.710079
       16626.759      -87.753602
       16626.769      -87.795816
       16626.779      -87.836720
       16626.789      -87.876315
       16626.799      -87.914602
       16626.809      -87.951583
       16626.819      -87.987250
       16626.829      -88.021618
       16626.839      -88.054682
       16626.849      -88.086441
       16626.859      -88.116898
       16626.869      -88.146052
       16626.879      -88.173905
       16626.889      -88.200458
       16626.899      -88.225706
       16626.909      -88.249661
       16626.919      -88.272319
       16626.929      -88.293680
       16626.939      -88.313746
       16626.949      -88.332518
       16626.959      -88.349997
       16626.969      -88.366183
       16626.979      -88.381079
       16626.989      -88.394682
       16626.999      -88.407000
       16627.009      -88.418031
       16627.019      -88.427775
       16627.029      -88.436235
       16627.039      -88.443411
       16627.049      -88.449305
       16627.059      -88.453918
       16627.069      -88.457251
       16627.079      -88.459306
       16627.089      -88.460085
       16627.099      -88.459588
       16627.109      -88.457817
       16627.119      -88.454774
       16627.129      -88.450460
       16627.139      -88.444876
       16627.149      -88.438026
       16627.159      -88.429908
       16627.169      -88.420524
       16627.179      -88.409878
       16627.189      -88.397970
       16627.199      -88.384801
       16627.209      -88.370374
       16627.219      -88.354690
       16627.229      -88.337751
       16627.239      -88.319562
       16627.249      -88.300118
       16627.259      -88.279424
       16627.269      -88.257481
       16627.279      -88.234292
       16627.289      -88.209857
       16627.299      -88.184180
       16627.309      -88.157262
       16627.319      -88.129110
       16627.329      -88.099715
       16627.339      -88.069084
       16627.349      -88.037220
       16627.359      -88.004124
       16627.369      -87.969798
       16627.379      -87.934245
       16627.389      -87.897465
       16627.399      -87.859468
       16627.409      -87.820243
       16627.419      -87.779798
       16627.429      -87.738134
       16627.439      -87.695255
       16627.449      -87.651162
       16627.459      -87.605857
       16627.469      -87.559343
       16627.479      -87.511621
       16627.489      -87.462703
       16627.499      -87.412573
       16627.509      -87.361242
       16627.519      -87.308712
       16627.529      -87.254985
       16627.539      -87.200064
       16627.549      -87.143950
       16627.559      -87.086647
       16627.569      -87.028167
       16627.579      -86.968490
       16627.589      -86.907631
       16627.599      -86.845590
       16627.609      -86.782371
       16627.619      -86.717976
       16627.629      -86.652407
       16627.639      -86.585667
       16627.649      -86.517770
       16627.659      -86.448694
       16627.669      -86.378454
       16627.679      -86.307051
       16627.689      -86.234490
       16627.699      -86.160771
       16627.709      -86.085898
       16627.719      -86.009873
       16627.729      -85.932698
       16627.739      -85.854391
       16627.749      -85.774925
       16627.759      -85.694317
       16627.769      -85.612569
       16627.779      -85.529684
       16627.789      -85.445665
       16627.799      -85.360515
       16627.809      -85.274235
       16627.819      -85.186845
       16627.829      -85.098315
       16627.839      -85.008664
       16627.849      -84.917894
       16627.859      -84.826008
       16627.869      -84.733009
       16627.879      -84.638899
       16627.889      -84.543681
       16627.899      -84.447376
       16627.909      -84.349951
       16627.919      -84.251426
       16627.929      -84.151803
       16627.939      -84.051087
       16627.949      -83.949279
       16627.959      -83.846382
       16627.969      -83.742399
       16627.979      -83.637333
       16627.989      -83.531207
       16627.999      -83.423984
       16628.009      -83.315686
       16628.019      -83.206315
       16628.029      -83.095876
       16628.039      -82.984371
       16628.049      -82.871802
       16628.059      -82.758173
       16628.069      -82.643509
       16628.079      -82.527768
       16628.089      -82.410975
       16628.099      -82.293134
       16628.109      -82.174247
       16628.119      -82.054317
       16628.129      -81.933347
       16628.139      -81.811340
       16628.149      -81.688322
       16628.159      -81.564251
       16628.169      -81.439151
       16628.179      -81.313026
       16628.189      -81.185879
       16628.199      -81.057713
       16628.209      -80.928531
       16628.219      -80.798337
       16628.229      -80.667132
       16628.239      -80.534946
       16628.249      -80.401731
       16628.259      -80.267515
       16628.269      -80.132301
       16628.279      -79.996093
       16628.289      -79.858894
       16628.299      -79.720706
       16628.309      -79.581533
       16628.319      -79.441405
       16628.329      -79.300271
       16628.339      -79.158161
       16628.349      -79.015079
       16628.359      -78.871027
       16628.369      -78.726008
       16628.379      -78.580026
       16628.389      -78.433085
       16628.399      -78.285214
       16628.409      -78.136362
       16628.419      -77.986560
       16628.429      -77.835810
       16628.439      -77.684116
       16628.449      -77.531481
       16628.459      -77.377909
       16628.469      -77.223402
       16628.479      -77.067964
       16628.489      -76.911628
       16628.499      -76.754338
       16628.509      -76.596126
       16628.519      -76.436996
       16628.529      -76.276952
       16628.539      -76.115995
       16628.549      -75.954131
       16628.559      -75.791361
       16628.569      -75.627721
       16628.579      -75.463152
       16628.589      -75.297687
       16628.599      -75.131331
       16628.609      -74.964086
       16628.619      -74.795956
       16628.629      -74.626944
       16628.639      -74.457054
       16628.649      -74.286322
       16628.659      -74.114685
       16628.669      -73.942180
       16628.679      -73.768809
       16628.689      -73.594577
       16628.699      -73.419487
       16628.709      -73.243542
       16628.719      -73.066746
       16628.729      -72.889101
       16628.739      -72.710645
       16628.749      -72.531315
       16628.759      -72.351146
       16628.769      -72.170143
       16628.779      -71.988309
       16628.789      -71.805647
       16628.799      -71.622161
       16628.809      -71.437854
       16628.819      -71.252765
       16628.829      -71.066827
       16628.839      -70.880078
       16628.849      -70.692522
       16628.859      -70.504163
       16628.869      -70.315003
       16628.879      -70.125047
       16628.889      -69.934298
       16628.899      -69.742795
       16628.909      -69.550470
       16628.919      -69.357362
       16628.929      -69.163475
       16628.939      -68.968811
       16628.949      -68.773376
       16628.959      -68.577171
       16628.969      -68.380202
       16628.979      -68.182470
       16628.989      -67.984018
       16628.999      -67.784774
       16629.009      -67.584778
       16629.019      -67.384034
       16629.029      -67.182547
       16629.039      -66.980318
       16629.049      -66.777352
       16629.059      -66.573653
       16629.069      -66.369262
       16629.079      -66.164107
       16629.089      -65.958228
       16629.099      -65.751629
       16629.109      -65.544315
       16629.119      -65.336288
       16629.129      -65.127552
       16629.139      -64.918112
       16629.149      -64.708009
       16629.159      -64.497169
       16629.169      -64.285634
       16629.179      -64.073408
       16629.189      -63.860494
       16629.199      -63.646897
       16629.209      -63.432620
       16629.219      -63.217666
       16629.229      -63.002038
       16629.239      -62.785783
       16629.249      -62.568821
       16629.259      -62.351196
       16629.269      -62.132913
       16629.279      -61.913975
       16629.289      -61.694385
       16629.299      -61.474147
       16629.309      -61.253265
       16629.319      -61.031785
       16629.329      -60.809626
       16629.339      -60.586833
       16629.349      -60.363410
       16629.359      -60.139362
       16629.369      -59.914691
       16629.379      -59.689401
       16629.389      -59.463495
       16629.399      -59.237022
       16629.409      -59.009897
       16629.419      -58.782168
       16629.429      -58.553838
       16629.439      -58.324911
       16629.449      -58.095391
       16629.459      -57.865281
       16629.469      -57.634585
       16629.479      -57.403307
       16629.489      -57.171494
       16629.499      -56.939061
       16629.509      -56.706058
       16629.519      -56.472486
       16629.529      -56.238350
       16629.539      -56.003654
       16629.549      -55.768401
       16629.559      -55.532595
       16629.569      -55.296284
       16629.579      -55.059383
       16629.589      -54.821939
       16629.599      -54.583958
       16629.609      -54.345441
       16629.619      -54.106393
       16629.629      -53.866818
       16629.639      -53.626719
       16629.649      -53.386146
       16629.659      -53.145011
       16629.669      -52.903363
       16629.679      -52.661206
       16629.689      -52.418544
       16629.699      -52.175380
       16629.709      -51.931718
       16629.719      -51.687563
       16629.729      -51.442916
       16629.739      -51.197830
       16629.749      -50.952214
       16629.759      -50.706118
       16629.769      -50.459547
       16629.779      -50.212504
       16629.789      -49.964993
       16629.799      -49.717017
       16629.809      -49.468580
       16629.819      -49.219734
       16629.829      -48.970387
       16629.839      -48.720590
       16629.849      -48.470347
       16629.859      -48.219662
       16629.869      -47.968538
       16629.879      -47.716979
       16629.889      -47.464990
       16629.899      -47.212621
       16629.909      -46.959780
       16629.919      -46.706520
       16629.929      -46.452843
       16629.939      -46.198754
       16629.949      -45.944256
       16629.959      -45.689353
       16629.969      -45.434049
       16629.979      -45.178348
       16629.989      -44.922301
       16629.999      -44.665816
       16630.009      -44.408944
       16630.019      -44.151689
       16630.029      -43.894056
       16630.039      -43.636048
       16630.049      -43.377668
       16630.059      -43.118921
       16630.069      -42.859859
       16630.079      -42.600388
       16630.089      -42.340560
       16630.099      -42.080380
       16630.109      -41.819851
       16630.119      -41.558977
       16630.129      -41.297761
       16630.139      -41.036208
       16630.149      -40.774370
       16630.159      -40.512153
       16630.169      -40.249609
       16630.179      -39.986743
       16630.189      -39.723558
       16630.199      -39.460058
       16630.209      -39.196246
       16630.219      -38.932127
       16630.229      -38.667704
       16630.239      -38.403032
       16630.249      -38.138012
       16630.259      -37.872701
       16630.269      -37.607100
       16630.279      -37.341214
       16630.289      -37.075048
       16630.299      -36.808603
       16630.309      -36.541885
       16630.319      -36.274948
       16630.329      -36.007694
       16630.339      -35.740178
       16630.349      -35.472403
       16630.359      -35.204373
       16630.369      -34.936092
       16630.379      -34.667564
       16630.389      -34.398792
       16630.399      -34.129832
       16630.409      -33.860584
       16630.419      -33.591104
       16630.429      -33.321396
       16630.439      -33.051464
       16630.449      -32.781310
       16630.459      -32.510939
       16630.469      -32.240355
       16630.479      -31.969562
       16630.489      -31.698615
       16630.499      -31.427413
       16630.509      -31.156014
       16630.519      -30.884421
       16630.529      -30.612636
       16630.539      -30.340665
       16630.549      -30.068511
       16630.559      -29.796178
       16630.569      -29.523722
       16630.579      -29.251041
       16630.589      -28.978193
       16630.599      -28.705181
       16630.609      -28.432009
       16630.619      -28.158680
       16630.629      -27.885199
       16630.639      -27.611568
       16630.649      -27.337845
       16630.659      -27.063928
       16630.669      -26.789874
       16630.679      -26.515686
       16630.689      -26.241368
       16630.699      -25.966925
       16630.709      -25.692358
       16630.719      -25.417674
       16630.729      -25.142875
       16630.739      -24.868017
       16630.749      -24.593000
       16630.759      -24.317879
       16630.769      -24.042659
       16630.779      -23.767344
       16630.789      -23.491936
       16630.799      -23.216441
       16630.809      -22.940861
       16630.819      -22.665253
       16630.829      -22.389516
       16630.839      -22.113707
       16630.849      -21.837828
       16630.859      -21.561885
       16630.869      -21.285879
       16630.879      -21.009817
       16630.889      -20.733700
       16630.899      -20.457587
       16630.909      -20.181374
       16630.919      -19.905119
       16630.929      -19.628826
       16630.939      -19.352498
       16630.949      -19.076140
       16630.959      -18.799754
       16630.969      -18.523345
       16630.979      -18.246916
       16630.989      -17.970525
       16630.999      -17.694070
       16631.009      -17.417606
       16631.019      -17.141138
       16631.029      -16.864670
       16631.039      -16.588206
       16631.049      -16.311749
       16631.059      -16.035303
       16631.069      -15.758925
       16631.079      -15.482513
       16631.089      -15.206123
       16631.099      -14.929761
       16631.109      -14.653428
       16631.119      -14.377130
       16631.129      -14.100870
       16631.139      -13.824651
       16631.149      -13.548531
       16631.159      -13.272408
       16631.169      -12.996338
       16631.179      -12.720325
       16631.189      -12.444373
       16631.199      -12.168486
       16631.209      -11.892667
       16631.219      -11.616921
       16631.229      -11.341252
       16631.239      -11.065715
       16631.249      -10.790210
       16631.259      -10.514792
       16631.269      -10.239466
       16631.279      -9.9642359
       16631.289      -9.6891049
       16631.299      -9.4140771
       16631.309      -9.1391564
       16631.319      -8.8643990
       16631.329      -8.5897039
       16631.339      -8.3151274
       16631.349      -8.0406733
       16631.359      -7.7663454
       16631.369      -7.4921477
       16631.379      -7.2180839
       16631.389      -6.9441580
       16631.399      -6.6704259
       16631.409      -6.3967870
       16631.419      -6.1232975
       16631.429      -5.8499612
       16631.439      -5.5767820
       16631.449      -5.3037636
       16631.459      -5.0309100
       16631.469      -4.7582250
       16631.479      -4.4857124
       16631.489      -4.2134280
       16631.499      -3.9412719
       16631.509      -3.6692997
       16631.519      -3.3975154
       16631.529      -3.1259228
       16631.539      -2.8545258
       16631.549      -2.5833282
       16631.559      -2.3123339
       16631.569      -2.0415983
       16631.579      -1.7710220
       16631.589      -1.5006606
       16631.599      -1.2305179
       16631.609     -0.96059775
       16631.619     -0.69090401
       16631.629     -0.42144055
       16631.639     -0.15221122
       16631.649      0.11672883
       16631.659      0.38547837
       16631.669      0.65398219
       16631.679      0.92223643
       16631.689       1.1902372
       16631.699       1.4579808
       16631.709       1.7254631
       16631.719       1.9926805
       16631.729       2.2596290
       16631.739       2.5262538
       16631.749       2.7926530
       16631.759       3.0587717
       16631.769       3.3246061
       16631.779       3.5901523
       16631.789       3.8554064
       16631.799       4.1203646
       16631.809       4.3850230
       16631.819       4.6493274
       16631.829       4.9133747
       16631.839       5.1771106
       16631.849       5.4405313
       16631.859       5.7036328
       16631.869       5.9664114
       16631.879       6.2288631
       16631.889       6.4909841
       16631.899       6.7527207
       16631.909       7.0141688
       16631.919       7.2752745
       16631.929       7.5360341
       16631.939       7.7964436
       16631.949       8.0564993
       16631.959       8.3161971
       16631.969       8.5755333
       16631.979       8.8345040
       16631.989       9.0930561
